Neighborhood names,Ward,"Zillow link (boundary is text after ""customRegionId""%3A"""")",Number of listings for rent,Median monthly rent,"Number of listings for rent that are affordable at 100% of 2023 AMI (monthly rent up to $1862, based on 30% of $74,474)","Number of listings for rent that are affordable at 60% of 2023 AMI (monthly rent up to $1117, based on 60% of 30% of $74,474)",Number of Rental Listings: Studio,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: Studio (rent <=$1260),Number of Rental Listings: 1 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 1 bedroom (rent <=$1350),Number of Rental Listings: 2 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 2 bedroom (rent <=$1620),Number of Rental Listings: 3 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 3 bedroom (rent <=$1870),Number of Rental Listings: 4 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 4 bedroom (rent <=$2086),Number of Rental Listings: 5 bedroom,Number of Rental Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 5 bedroom (rent <=$2302),Number of listings for sale,Median for sale price,Median for sale monthly payment with no money down and any credit score,"Number of listings for sale that are affordable at 100% of 2023 AMI (monthly payment up to $1862, based on 30% of $74,474)","Number of listings for sale that are affordable at 60% of 2023 AMI (monthly payment up to $1117, based on 60% of 30% of $74,474)",Number of For Sale Listings: Studio,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: Studio (monthly payment <=$1260),Number of For Sale Listings: 1 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 1 bedroom (monthly payment <=$1350),Number of For Sale Listings: 2 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 2 bedroom (monthly payment <=$1620),Number of For Sale Listings: 3 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 3 bedroom (monthly payment <=$1870),Number of For Sale Listings: 4 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 4 bedroom (monthly payment <=$2086),Number of For Sale Listings: 5 bedroom,Number of For Sale Listings affordable at 60% AMI based on 2025 ARO rent limit for this number of bedrooms: 5 bedroom (monthly payment <=$2302),"Total rental listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)",Total rental listings with 0-5 bedrooms,"% of rental listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)","% of listings for rent that are affordable at 100% of 2023 AMI (monthly rent up to $1862, based on 30% of $74,474)","% of listings for rent that are affordable at 60% of 2023 AMI (monthly rent up to $1117, based on 60% of 30% of $74,474)","Total for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)",Total for sale listings with 0-5 bedrooms,"% of for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)","% of listings for sale that are affordable at 100% of 2023 AMI (monthly rent up to $1862, based on 30% of $74,474)","% of listings for sale that are affordable at 60% of 2023 AMI (monthly rent up to $1117, based on 60% of 30% of $74,474)","Total rental and for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)",Total rental and for sale listings with 0-5 bedrooms,"% of rental and for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms ($1260 for studio, $1350 for 1br, $1620 for 2br, $1870 for 3br, $2086 for 4br, and $2302 for 5br)","% of listings for rent and for sale that are affordable at 100% of 2023 AMI (monthly rent up to $1862, based on 30% of $74,474)","% of listings for rent and for sale that are affordable at 60% of 2023 AMI (monthly rent up to $1117, based on 60% of 30% of $74,474)",Additional metrics:,Rental average bedroom count,Rental average bedroom count in units affordable at 60% AMI based on 2025 ARO rent limit for each unit size,Difference between total rental units listed and number of 0+1+2+3+4+5 br units,For sale average bedroom count,For sale average bedroom count in units affordable at 60% AMI based on 2025 ARO rent limit for each unit size,Difference between total for sale units listed and number of 0+1+2+3+4+5 br units,Zillow ratio of rental listings to total (rental plus for sale) listings,Original AHIL data: Average Rent from zip codes (2025),Original AHIL data: Average Home Price from zip codes (2025),Affordability rank - % of listings for rent that are affordable at 100% of 2023 AMI,Affordability rank - % of rental listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms,Affordability rank - Median monthly rent in late July 2025,Affordability rank - AHIL average rent from zip codes (2025),Affordability rank - % of listings for sale that are affordable at 100% of 2023 AMI,Affordability rank - % of for sale listings affordable at 60% AMI based on 2025 ARO rent limit for each number of bedrooms,Affordability rank - median for sale price in late July 2025,Affordability rank - AHIL average home price from zip codes (2025),Affordability rank - % of rental and for sale listings affordable at 60% of AMI based on 2025 ARO rent limit for each number of bedrooms,Average affordability rank,Difference between AHIL rent rank and new rank,Notes and references:,https://www.chicago.gov/content/dam/city/sites/affordable-requirements-ordinance/2025%20Income%20and%20Rent%20Limits.pdf,https://data.cityofchicago.org/Facilities-Geographic-Boundaries/Boundaries-Wards-2023-Map/cdf7-bgn3,Created hand drawn boundaries for each ward.,Manually determined medians using website's price filters.,"Used the rent limits that assume landlords pay utilities, so this makes areas where landlords don't pay utilities (ie non downtown areas) look more affordable than they are.","All data is from Zillow, 7/25-27/2025",Excluded land/empty lots but not multifamily buildings (generally multifamily buildings for sale have >5 bedrooms anyway),Excluded rentals that are just a room.
River North,42,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.67911846517472%2C%22east%22%3A-87.58161480306535%2C%22south%22%3A41.82981844174811%2C%22north%22%3A41.94904709596673%7D%2C%22mapZoom%22%3A13%2C%22customRegionId%22%3A%223ce2768758X1-CRfcaely7tpb6l_166g8p%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%7D,1291,3103,22,0,251,0,700,3,283,0,54,0,3,1,0,0,517,"665,000",7600,1,1,36,0,143,1,180,0,123,0,25,0,6,0,4,1291,0.31%,1.70%,0.00%,1,513,0.19%,0.19%,0.19%,5,1804,0.28%,1.27%,0.06%,,1.115414407,1.75,0,1.953216374,1,4,71.40%,2558,"318,526",50,50,50,48,45,36,45,31,50,45,2,,,,,,,,,
Lincoln Park,43,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.67289534150738%2C%22east%22%3A-87.606548219315%2C%22south%22%3A41.88170212393942%2C%22north%22%3A41.94908429945119%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22beb3368828X1-CRgn9wxby0cgf6_tqczv%22%7D,531,2475,107,1,139,5,238,2,102,0,43,0,6,0,3,0,144,"899,900",10700,0,0,4,0,21,0,29,0,37,0,25,0,8,0,7,531,1.32%,20.15%,0.19%,0,124,0.00%,0.00%,0.00%,7,655,1.07%,15.85%,0.15%,,1.148775895,0.2857142857,0,2.661290323,#DIV/0!,20,78.67%,2576,"546,801",43,45,43,50,46,37,49,50,45,45.33333333,-5,,,,,,,,,
Lakeview,44,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.66958013116498%2C%22east%22%3A-87.6240898662724%2C%22south%22%3A41.925067106217604%2C%22north%22%3A41.95874419862819%7D%2C%22mapZoom%22%3A15%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22mcp%22%3A%7B%22max%22%3A2302%7D%2C%22price%22%3A%7B%22max%22%3A447495%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22listPriceActive%22%3Afalse%2C%22customRegionId%22%3A%227347068829X1-CR1ezcb44vum0_zl27f%22%7D,650,2300,213,3,196,9,206,0,148,0,70,0,23,0,5,0,80,"679,500",7650,0,0,3,0,9,0,25,0,20,0,10,0,4,0,9,648,1.39%,32.77%,0.46%,0,71,0.00%,0.00%,0.00%,9,719,1.25%,29.18%,0.41%,,1.279320988,0,2,2.521126761,#DIV/0!,9,89.04%,2101,"420,521",39,44,42,42,46,37,46,45,44,42.77777778,2,,,,,,,,,
"Jefferson Park, Wildwood",45,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.81233273890736%2C%22east%22%3A-87.70401441004994%2C%22south%22%3A41.888823455257054%2C%22north%22%3A42.033575075923046%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A13%2C%22listPriceActive%22%3Afalse%2C%22customRegionId%22%3A%227ddba68841X1-CR1gd890y0988_zl27f%22%2C%22pagination%22%3A%7B%7D%2C%22usersSearchTerm%22%3A%22%22%7D,135,1800,71,2,5,5,40,5,54,7,28,1,4,0,4,0,54,"490,000",4500,4,1,0,0,3,0,9,0,11,0,9,0,13,0,18,135,13.33%,52.59%,1.48%,0,45,0.00%,7.41%,1.85%,18,180,10.00%,39.68%,1.59%,,1.985185185,1.222222222,0,3.444444444,#DIV/0!,9,71.43%,1745,"416,731",26,33,24,30,25,37,34,42,34,31.66666667,4,,,,,,,,,
"Uptown, Buena Park",46,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.68114746458329%2C%22east%22%3A-87.6251000250081%2C%22south%22%3A41.92110415840224%2C%22north%22%3A41.98844474040607%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22listPriceActive%22%3Afalse%2C%22customRegionId%22%3A%227e03068841X1-CR1gd890rypiw_zl27f%22%2C%22mapZoom%22%3A14%7D,669,1995,284,21,160,40,305,3,139,3,56,0,8,0,1,0,126,"268,500",3200,6,2,15,0,47,0,2,2,20,0,7,0,3,0,46,669,6.88%,42.45%,3.14%,2,94,2.13%,4.76%,1.59%,48,763,6.29%,36.48%,2.89%,,1.177877429,0.1956521739,0,1.638297872,2,32,84.15%,1851,"310,477",35,41,34,36,33,31,12,29,41,32.44444444,5,,,,,,,,,
"North Center, Lincoln Square",47,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.7321338937692%2C%22east%22%3A-87.63171198825162%2C%22south%22%3A41.92827782337016%2C%22north%22%3A41.98049103329849%7D%2C%22mapZoom%22%3A14%2C%22filterState%22%3A%7B%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22customRegionId%22%3A%22ef5ee6873eX1-CR16vt79k0yl8k5_13ojwh%22%7D,399,2175,156,4,72,22,135,6,124,0,54,0,8,0,5,0,50,"799,000",7340,1,0,0,0,9,0,7,0,14,0,4,0,6,0,28,398,7.04%,39.10%,1.00%,0,40,0.00%,2.00%,0.00%,28,438,6.39%,34.97%,0.89%,,1.512562814,0.2142857143,1,2.775,#DIV/0!,10,88.86%,1853,"394,572",37,40,37,37,39,37,48,41,40,39.55555556,3,,,,,,,,,
Edgewater,48,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.68503178240155%2C%22east%22%3A-87.62829769731854%2C%22south%22%3A41.953020673264305%2C%22north%22%3A42.01191010196991%7D%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%2228ae06873fX1-CR1g9rr5etsxg0i_10oe5p%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%7D,492,1841,254,22,132,50,207,8,107,2,37,0,9,0,0,0,122,"235,000",3200,11,1,6,0,51,1,38,0,20,0,2,0,4,0,60,492,12.20%,51.63%,4.47%,1,121,0.83%,9.02%,0.82%,61,613,9.95%,43.16%,3.75%,,1.154471545,0.2,0,1.776859504,1,1,80.13%,1726,"286,706",27,34,27,29,21,35,5,26,35,26.55555556,6,,,,,,,,,
Rogers Park,49,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.69384556457793%2C%22east%22%3A-87.63822727844511%2C%22south%22%3A41.97928071646861%2C%22north%22%3A42.03814586286369%7D%2C%22mapZoom%22%3A14%2C%22customRegionId%22%3A%222924c68740X1-CR1g9qd9gwz7j2q_10oe5p%22%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22usersSearchTerm%22%3A%22%22%7D,644,1650,416,31,124,73,230,39,191,17,92,7,6,0,1,0,63,"251,500",2730,10,3,1,0,10,2,31,1,14,0,4,0,1,0,136,644,21.12%,64.60%,4.81%,3,61,4.92%,15.87%,4.76%,139,705,19.72%,60.25%,4.81%,,1.423913043,0.6911764706,0,2.213114754,1.333333333,2,91.09%,1544,"239,476",17,28,16,20,16,23,10,15,24,18.77777778,4,,,,,,,,,
West Ridge,50,https://www.zillow.com/homes/for_rent/?searchQueryState=%7B%22isMapVisible%22%3Atrue%2C%22mapBounds%22%3A%7B%22west%22%3A-87.73336801072307%2C%22east%22%3A-87.64762315293498%2C%22south%22%3A41.97045166615088%2C%22north%22%3A42.02932497802876%7D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A14%2C%22listPriceActive%22%3Afalse%2C%22customRegionId%22%3A%227e33968841X1-CR1gd890vlcc8_zl27f%22%7D,124,1695,74,2,6,2,25,9,56,16,31,2,6,0,1,0,53,"299,900",3700,6,0,0,0,6,0,17,0,11,0,4,0,8,0,29,125,23.20%,59.68%,1.61%,0,46,0.00%,11.32%,0.00%,29,171,16.96%,45.20%,1.13%,,2.072,1.620689655,-1,2.804347826,#DIV/0!,7,70.06%,1644,"290,822",20,23,18,27,20,37,15,27,27,23.77777778,0,,,,,,,,,
Chicago,-,https://www.zillow.com/chicago-il/rentals/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22isMapVisible%22%3Atrue%2C%22listPriceActive%22%3Afalse%2C%22mapBounds%22%3A%7B%22west%22%3A-88.12275774883312%2C%22east%22%3A-87.17312701152844%2C%22south%22%3A41.58999613039388%2C%22north%22%3A42.06277288945354%7D%2C%22usersSearchTerm%22%3A%22Chicago%20IL%22%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A17426%2C%22regionType%22%3A6%7D%5D%2C%22filterState%22%3A%7B%22sort%22%3A%7B%22value%22%3A%22paymentd%22%7D%2C%22price%22%3A%7B%22min%22%3Anull%7D%2C%22mp%22%3A%7B%22min%22%3Anull%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%2C%22mapZoom%22%3A11%7D,15021,2200,5381,520,2329,460,5120,545,4718,919,2225,456,516,154,100,15,5278,374999,3664,826,369,99,3,637,32,1169,94,1143,197,903,186,503,96,2549,15008,16.98%,35.82%,3.46%,608,4454,13.65%,15.65%,6.99%,3157,19462,16.22%,30.58%,4.38%,,1.58548774,1.742644174,13,2.813426134,3.347039474,824,74.00%,2058,"295,743",,,,,,,,,,,,,,,,,,,,
